panel,scenario-id,scenario-text,scenario-url,sex,age,body-area,priority-clinical-areas
Musculoskeletal,3109108,"Primary bone tumor suspected, pelvis, osteoid osteoma suspected on radiography or clinical exam",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=2912,All,18 - 150,Pelvis,
Musculoskeletal,3109192,"Primary bone tumor suspected, pelvis, radiography negative or equivocal, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=2996,All,18 - 150,Pelvis,
Musculoskeletal,3197422,"Sacrum stress fracture on radiography, next imaging study, associated complication",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7721,All,18 - 150,Pelvis,"Hip Pain, Shoulder Pain (to include suspected rotator cuff injury)"
Musculoskeletal,3197421,"Sacrum stress fracture on radiography, next imaging study, determining extent",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7720,All,18 - 150,Pelvis,"Hip Pain, Shoulder Pain (to include suspected rotator cuff injury)"
Musculoskeletal,3195648,"Soft tissue infection suspected, pelvis, hx of puncture wound, possible foreign body retained, radiography normal, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=6547,All,18 - 150,Pelvis,"Hip Pain, Shoulder Pain (to include suspected rotator cuff injury)"
Musculoskeletal,3195471,"Soft tissue infection suspected, pelvis, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=6375,All,18 - 150,Pelvis,"Hip Pain, Shoulder Pain (to include suspected rotator cuff injury)"
Musculoskeletal,3195495,"Soft tissue infection suspected, pelvis, radiography findings suggest joint effusion, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=6398,All,18 - 150,Pelvis,"Hip Pain, Shoulder Pain (to include suspected rotator cuff injury)"
Musculoskeletal,3195525,"Soft tissue infection suspected, pelvis, radiography findings suggest soft tissue swelling, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=6428,All,18 - 150,Pelvis,"Hip Pain, Shoulder Pain (to include suspected rotator cuff injury)"
Musculoskeletal,3195667,"Soft tissue infection suspected, pelvis, radiography normal, necrotizing fasciitis highly suspected, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=6565,All,18 - 150,Pelvis,"Hip Pain, Shoulder Pain (to include suspected rotator cuff injury)"
Musculoskeletal,3195510,"Soft tissue infection suspected, pelvis, radiography normal, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=6413,All,18 - 150,Pelvis,"Hip Pain, Shoulder Pain (to include suspected rotator cuff injury)"
Musculoskeletal,3195682,"Soft tissue infection suspected, pelvis, soft tissue gas on radiography, no puncture wound, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=6580,All,18 - 150,Pelvis,"Hip Pain, Shoulder Pain (to include suspected rotator cuff injury)"
Musculoskeletal,3196238,"Soft tissue mass, pelvis, nonsuperficial, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=6967,All,18 - 150,Pelvis,
Musculoskeletal,3196270,"Soft tissue mass, pelvis, radiography and noncontrast US nondiagnostic, MRI contraindicated, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=6999,All,18 - 150,Pelvis,
Musculoskeletal,3196254,"Soft tissue mass, pelvis, radiography and noncontrast US nondiagnostic, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=6983,All,18 - 150,Pelvis,
Musculoskeletal,3196228,"Soft tissue mass, pelvis, superficial, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=6958,All,18 - 150,Pelvis,
Musculoskeletal,3197319,"Stress fracture suspected, hip, fracture completion risk, radiography indeterminate, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7620,All,18 - 150,Pelvis,"Hip Pain, Shoulder Pain (to include suspected rotator cuff injury)"
Musculoskeletal,3197320,"Stress fracture suspected, hip, fracture completion risk, radiography negative, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7621,All,18 - 150,Pelvis,"Hip Pain, Shoulder Pain (to include suspected rotator cuff injury)"
Musculoskeletal,3197317,"Stress fracture suspected, hip, immediate need-to-know, radiography indeterminate, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7618,All,18 - 150,Pelvis,"Hip Pain, Shoulder Pain (to include suspected rotator cuff injury)"
Musculoskeletal,3197318,"Stress fracture suspected, hip, immediate need-to-know, radiography negative, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7619,All,18 - 150,Pelvis,"Hip Pain, Shoulder Pain (to include suspected rotator cuff injury)"
Musculoskeletal,3197321,"Stress fracture suspected, hip, osteoporosis or bisphosphonate therapy, radiography indeterminate, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7622,All,18 - 150,Pelvis,"Hip Pain, Shoulder Pain (to include suspected rotator cuff injury)"
Musculoskeletal,3197322,"Stress fracture suspected, hip, osteoporosis or bisphosphonate therapy, radiography negative, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7623,All,18 - 150,Pelvis,"Hip Pain, Shoulder Pain (to include suspected rotator cuff injury)"
Musculoskeletal,3197277,"Stress fracture suspected, pelvis, fracture completion risk, radiography indeterminate, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7578,All,18 - 150,Pelvis,"Hip Pain, Shoulder Pain (to include suspected rotator cuff injury)"
Musculoskeletal,3197278,"Stress fracture suspected, pelvis, fracture completion risk, radiography negative, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7579,All,18 - 150,Pelvis,"Hip Pain, Shoulder Pain (to include suspected rotator cuff injury)"
Musculoskeletal,3197275,"Stress fracture suspected, pelvis, immediate need-to-know, radiography indeterminate, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7576,All,18 - 150,Pelvis,"Hip Pain, Shoulder Pain (to include suspected rotator cuff injury)"
Musculoskeletal,3197276,"Stress fracture suspected, pelvis, immediate need-to-know, radiography negative, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7577,All,18 - 150,Pelvis,"Hip Pain, Shoulder Pain (to include suspected rotator cuff injury)"
Musculoskeletal,3197233,"Stress fracture suspected, pelvis, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7537,All,18 - 150,Pelvis,"Hip Pain, Shoulder Pain (to include suspected rotator cuff injury)"
Musculoskeletal,3197279,"Stress fracture suspected, pelvis, osteoporosis or bisphosphonate therapy, radiography indeterminate, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7580,All,18 - 150,Pelvis,"Hip Pain, Shoulder Pain (to include suspected rotator cuff injury)"
Musculoskeletal,3197280,"Stress fracture suspected, pelvis, osteoporosis or bisphosphonate therapy, radiography negative, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7581,All,18 - 150,Pelvis,"Hip Pain, Shoulder Pain (to include suspected rotator cuff injury)"
Musculoskeletal,3197264,"Stress fracture suspected, pelvis, radiography indeterminate, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7567,All,18 - 150,Pelvis,"Hip Pain, Shoulder Pain (to include suspected rotator cuff injury)"
Musculoskeletal,3197237,"Stress fracture suspected, pelvis, radiography negative, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7540,All,18 - 150,Pelvis,"Hip Pain, Shoulder Pain (to include suspected rotator cuff injury)"
Musculoskeletal,3197361,"Stress fracture suspected, sacrum, fracture completion risk, radiography indeterminate, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7662,All,18 - 150,Pelvis,"Hip Pain, Shoulder Pain (to include suspected rotator cuff injury)"
Musculoskeletal,3197362,"Stress fracture suspected, sacrum, fracture completion risk, radiography negative, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7663,All,18 - 150,Pelvis,"Hip Pain, Shoulder Pain (to include suspected rotator cuff injury)"
Musculoskeletal,3197359,"Stress fracture suspected, sacrum, immediate need-to-know, radiography indeterminate, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7660,All,18 - 150,Pelvis,"Hip Pain, Shoulder Pain (to include suspected rotator cuff injury)"
Musculoskeletal,3197360,"Stress fracture suspected, sacrum, immediate need-to-know, radiography negative, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7661,All,18 - 150,Pelvis,"Hip Pain, Shoulder Pain (to include suspected rotator cuff injury)"
Musculoskeletal,3197235,"Stress fracture suspected, sacrum, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7539,All,18 - 150,Pelvis,"Hip Pain, Shoulder Pain (to include suspected rotator cuff injury)"
Musculoskeletal,3197363,"Stress fracture suspected, sacrum, osteoporosis or bisphosphonate therapy, radiography indeterminate, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7664,All,18 - 150,Pelvis,"Hip Pain, Shoulder Pain (to include suspected rotator cuff injury)"
Musculoskeletal,3197364,"Stress fracture suspected, sacrum, osteoporosis or bisphosphonate therapy, radiography negative, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7665,All,18 - 150,Pelvis,"Hip Pain, Shoulder Pain (to include suspected rotator cuff injury)"
Musculoskeletal,3197265,"Stress fracture suspected, sacrum, radiography indeterminate, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7568,All,18 - 150,Pelvis,"Hip Pain, Shoulder Pain (to include suspected rotator cuff injury)"
Musculoskeletal,3197266,"Stress fracture suspected, sacrum, radiography negative, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7569,All,18 - 150,Pelvis,"Hip Pain, Shoulder Pain (to include suspected rotator cuff injury)"
Musculoskeletal,3197380,"Subchondral stress fracture suspected, hip, radiography indeterminate, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7680,All,18 - 150,Pelvis,"Hip Pain, Shoulder Pain (to include suspected rotator cuff injury)"
Musculoskeletal,3197381,"Subchondral stress fracture suspected, hip, radiography negative, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7681,All,18 - 150,Pelvis,"Hip Pain, Shoulder Pain (to include suspected rotator cuff injury)"
Musculoskeletal,3197366,"Subchondral stress fracture suspected, pelvis, radiography indeterminate, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7666,All,18 - 150,Pelvis,"Hip Pain, Shoulder Pain (to include suspected rotator cuff injury)"
Musculoskeletal,3197367,"Subchondral stress fracture suspected, pelvis, radiography negative, next imaging study",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7667,All,18 - 150,Pelvis,"Hip Pain, Shoulder Pain (to include suspected rotator cuff injury)"
Urologic,3073701,Benign prostatic hyperplasia (BPH) suspected,https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=629,Male Only,18 - 150,Pelvis,
Urologic,3102572,"Hematospermia, >=40 years",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=2416,Male Only,40 - 150,Pelvis,
Urologic,3102571,"Hematospermia, persistent",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=2415,Male Only,18 - 150,Pelvis,
Urologic,3079764,"Hematospermia, transient/episodic, <40 years, no other signs/symptoms",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=1096,Male Only,18 - 39,Pelvis,
Urologic,3102573,"Hematospermia, w/ associated signs or symptoms of disease",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=2417,Male Only,18 - 150,Pelvis,
Urologic,3073724,"Lower abdominal trauma, penetrating, urinary tract injury suspected",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=644,All,18 - 150,Pelvis,
Urologic,3197600,"Scrotal pain, acute, nontraumatic, no antecedent mass, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=7833,Male Only,0 - 150,Pelvis,
Urologic,3194871,"Scrotum abnormality, palpable, newly diagnosed, hx of infection, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=5966,Male Only,18 - 150,Pelvis,
Urologic,3194872,"Scrotum abnormality, palpable, newly diagnosed, hx of trauma, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=5967,Male Only,18 - 150,Pelvis,
Urologic,3194874,"Scrotum abnormality, palpable, newly diagnosed, no hx of infection, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=5968,Male Only,18 - 150,Pelvis,
Urologic,3194875,"Scrotum abnormality, palpable, newly diagnosed, no hx of trauma, initial imaging",https://gravitas.acr.org/ACPortal/GetDataForOneScenario?senarioId=5969,Male Only,18 - 150,Pelvis,
